"ST","lat","lon","year","month","TMIN","TMAX","RAIN"
"Orosi",9.78529,-83.84652,2010,1,14.1290322580645,24.5677419354839,65.54
"Orosi",9.78529,-83.84652,2010,2,16.5846153846154,25.3730769230769,1
"Orosi",9.78529,-83.84652,2010,3,16.6666666666667,26.3466666666667,96.18
"Orosi",9.78529,-83.84652,2010,4,16.7466666666667,26.75,171.22
"Orosi",9.78529,-83.84652,2010,5,17.2612903225806,26.9387096774194,384.85
"Orosi",9.78529,-83.84652,2010,6,16.72,26.8466666666667,407.24
"Orosi",9.78529,-83.84652,2010,7,16.4387096774194,25.9258064516129,390
"Orosi",9.78529,-83.84652,2010,8,16.6483870967742,26.0806451612903,429
"Orosi",9.78529,-83.84652,2010,9,16.152380952381,26.4761904761905,412.4
"Orosi",9.78529,-83.84652,2010,10,16.4354838709677,25.0322580645161,234.6
"Orosi",9.78529,-83.84652,2010,11,15.8633333333333,23.3166666666667,246.4
"Orosi",9.78529,-83.84652,2010,12,14.7354838709677,21.7193548387097,170.8
"Orosi",9.78529,-83.84652,2011,1,14.1193548387097,23.6677419354839,107
"Orosi",9.78529,-83.84652,2011,2,15.7571428571429,25.8,49.8
"Orosi",9.78529,-83.84652,2011,3,15.7903225806452,26.558064516129,22.8
"Orosi",9.78529,-83.84652,2011,4,16.7666666666667,27.7633333333333,20.4
"Orosi",9.78529,-83.84652,2011,5,18.0258064516129,28.1806451612903,203.8
"Orosi",9.78529,-83.84652,2011,6,18.57,28.01,403.2
"Orosi",9.78529,-83.84652,2011,7,18.0064516129032,27.158064516129,303.8
"Orosi",9.78529,-83.84652,2011,8,18.225,27.725,330
"Orosi",9.78529,-83.84652,2011,9,17.6766666666667,27.7233333333333,280.4
"Orosi",9.78529,-83.84652,2011,10,18.1225806451613,26.3354838709677,433.6
"Orosi",9.78529,-83.84652,2011,11,18.0428571428571,27.1,136.6
"Orosi",9.78529,-83.84652,2011,12,16.8193548387097,24.4870967741935,115.8
"Orosi",9.78529,-83.84652,2012,1,14.8096774193548,25.5741935483871,30.4
"Orosi",9.78529,-83.84652,2012,2,14.8137931034483,26.1137931034483,63.58
"Orosi",9.78529,-83.84652,2012,3,15.8290322580645,25.6516129032258,115.09
"Orosi",9.78529,-83.84652,2012,4,16.6433333333333,27.2,110.07
"Orosi",9.78529,-83.84652,2012,5,17.9677419354839,28.4677419354839,279.37
"Orosi",9.78529,-83.84652,2012,6,17.65,28.0366666666667,272.77
"Orosi",9.78529,-83.84652,2012,7,18.1193548387097,26.0612903225806,440.28
"Orosi",9.78529,-83.84652,2012,8,17.0161290322581,28.2741935483871,349.74
"Orosi",9.78529,-83.84652,2012,9,17.1333333333333,27.8866666666667,340.05
"Orosi",9.78529,-83.84652,2012,10,17.558064516129,27.3677419354839,277.81
"Orosi",9.78529,-83.84652,2012,11,17.6166666666667,24.9733333333333,210.33
"Orosi",9.78529,-83.84652,2012,12,16.8096774193548,25.8612903225806,60.52
"Orosi",9.78529,-83.84652,2013,1,15.5677419354839,26.7193548387097,15.28
"Orosi",9.78529,-83.84652,2013,2,14.6714285714286,27.2,22.65
"Orosi",9.78529,-83.84652,2013,3,16.4645161290323,26.6225806451613,56.27
"Orosi",9.78529,-83.84652,2013,4,17.2764705882353,27.6411764705882,41.8
"Orosi",9.78529,-83.84652,2013,5,15.5,26.9583333333333,129.34
"Orosi",9.78529,-83.84652,2013,6,16.2636363636364,25.9045454545455,334.22
"Orosi",9.78529,-83.84652,2013,7,16.136,25.592,208.09
"Orosi",9.78529,-83.84652,2013,8,19.2391304347826,28.3869565217391,108.2
"Orosi",9.78529,-83.84652,2013,9,16.0833333333333,26.4066666666667,424.69
"Orosi",9.78529,-83.84652,2013,10,15.9645161290323,25.7548387096774,365.27
"Orosi",9.78529,-83.84652,2013,11,15.5433333333333,25.0733333333333,245.67
"Orosi",9.78529,-83.84652,2013,12,13.8548387096774,25.0967741935484,38.61
"Orosi",9.78529,-83.84652,2014,1,14.0774193548387,24.2677419354839,37.32
"Orosi",9.78529,-83.84652,2014,2,13.3571428571429,25.2892857142857,15.11
"Orosi",9.78529,-83.84652,2014,3,NA,NA,44
"Orosi",9.78529,-83.84652,2014,4,16.0733333333333,25.9266666666667,57.51
"Orosi",9.78529,-83.84652,2014,5,16.1709677419355,26.2129032258065,164.18
"Orosi",9.78529,-83.84652,2014,6,17.2466666666667,25.9466666666667,307.85
"Orosi",9.78529,-83.84652,2014,7,17.2387096774194,24.7290322580645,216.32
"Orosi",9.78529,-83.84652,2014,8,16.2483870967742,25.341935483871,287.31
"Orosi",9.78529,-83.84652,2014,9,16.3066666666667,25.6866666666667,570.46
"Orosi",9.78529,-83.84652,2014,10,16.5483870967742,25.5903225806452,415.56
"Orosi",9.78529,-83.84652,2014,11,16.27,24.9033333333333,123.7
"Orosi",9.78529,-83.84652,2014,12,15.9258064516129,22.9354838709677,141.33
"Orosi",9.78529,-83.84652,2015,1,15.4806451612903,23.1096774193548,139.94
"Orosi",9.78529,-83.84652,2015,2,14.7642857142857,23.7107142857143,80.98
"Orosi",9.78529,-83.84652,2015,3,14.6290322580645,24.4483870967742,49.57
"Orosi",9.78529,-83.84652,2015,4,15.1733333333333,26.1,39.73
"Orosi",9.78529,-83.84652,2015,5,17.041935483871,25.0387096774194,280.33
"Orosi",9.78529,-83.84652,2015,6,18.0833333333333,25.1866666666667,261.28
"Orosi",9.78529,-83.84652,2015,7,17.2838709677419,24.4870967741935,350.13
"Orosi",9.78529,-83.84652,2015,8,16.7,25.5774193548387,164.65
"Orosi",9.78529,-83.84652,2015,9,16.32,25.7433333333333,339.07
"Orosi",9.78529,-83.84652,2015,10,16.7290322580645,26.7225806451613,314.75
"Orosi",9.78529,-83.84652,2015,11,16.5233333333333,25.5133333333333,256.85
"Orosi",9.78529,-83.84652,2015,12,16.45,26.22,86.37
"Orosi",9.78529,-83.84652,2016,1,14.3375,25.35,15.6
"Orosi",9.78529,-83.84652,2016,2,14.7413793103448,24.2620689655172,82
"Orosi",9.78529,-83.84652,2016,3,15.7903225806452,26.5387096774194,8.4
"Orosi",9.78529,-83.84652,2016,4,16.08,28.0533333333333,40.4
"Orosi",9.78529,-83.84652,2016,5,17.4032258064516,27.8935483870968,252.8
"Orosi",9.78529,-83.84652,2016,6,16.4533333333333,26.8633333333333,310.6
"Orosi",9.78529,-83.84652,2016,7,16.3774193548387,25.9322580645161,206.8
"Orosi",9.78529,-83.84652,2016,8,16.4258064516129,26.9193548387097,205
"Orosi",9.78529,-83.84652,2016,9,16.1533333333333,26.68,296
"Orosi",9.78529,-83.84652,2016,10,17.0387096774194,26.7193548387097,429.6
"Orosi",9.78529,-83.84652,2016,11,16.9466666666667,25.3466666666667,172
"Orosi",9.78529,-83.84652,2016,12,15.8451612903226,24.8806451612903,201.8
"Orosi",9.78529,-83.84652,2017,1,13.458064516129,25.3548387096774,101.8
"Orosi",9.78529,-83.84652,2017,2,13.8857142857143,26.2642857142857,26.8
"Orosi",9.78529,-83.84652,2017,3,15.5483870967742,25.6354838709677,4.4
"Orosi",9.78529,-83.84652,2017,4,16,27.6433333333333,27
"Orosi",9.78529,-83.84652,2017,5,17.8483870967742,27.2838709677419,606.4
"Orosi",9.78529,-83.84652,2017,6,17.6866666666667,26.62,262.2
"Orosi",9.78529,-83.84652,2017,7,17.4354838709677,26.241935483871,248.2
"Orosi",9.78529,-83.84652,2017,8,16.9967741935484,26.8935483870968,221.2
"Orosi",9.78529,-83.84652,2017,9,17.19,27.4533333333333,169.6
"Orosi",9.78529,-83.84652,2017,10,17.2774193548387,26.8096774193548,255.8
"Orosi",9.78529,-83.84652,2017,11,17.07,25.46,77.6
"Orosi",9.78529,-83.84652,2017,12,15.3451612903226,24.3774193548387,71
"Orosi",9.78529,-83.84652,2018,1,16.1258064516129,23.3935483870968,110.8
"Orosi",9.78529,-83.84652,2018,2,14.0392857142857,24.725,43
"Orosi",9.78529,-83.84652,2018,3,14.5096774193548,25.5741935483871,9.4
"Orosi",9.78529,-83.84652,2018,4,15.7566666666667,26.3933333333333,39.8
"Orosi",9.78529,-83.84652,2018,5,16.5096774193548,27.7258064516129,276
"Orosi",9.78529,-83.84652,2018,6,17.3033333333333,26.31,368
"Orosi",9.78529,-83.84652,2018,7,17.0096774193548,25.2548387096774,321.8
"Orosi",9.78529,-83.84652,2018,8,16.6612903225806,26.5161290322581,201.6
"Orosi",9.78529,-83.84652,2018,9,16.4,26.7833333333333,343.8
"Orosi",9.78529,-83.84652,2018,10,16.2870967741936,26.1387096774194,257.2
"Orosi",9.78529,-83.84652,2018,11,16.27,25.86,109.6
"Orosi",9.78529,-83.84652,2018,12,14.3774193548387,25.3193548387097,36
"Orosi",9.78529,-83.84652,2019,1,13.741935483871,25.3677419354839,9.2
"Orosi",9.78529,-83.84652,2019,2,14.0214285714286,26.1178571428571,29
"Orosi",9.78529,-83.84652,2019,3,15.5322580645161,25.3677419354839,27.6
"Orosi",9.78529,-83.84652,2019,4,16.4166666666667,27.1466666666667,53.8
"Orosi",9.78529,-83.84652,2019,5,17.9290322580645,27.1,268.2
"Orosi",9.78529,-83.84652,2019,6,17.5133333333333,26.98,164.8
"Orosi",9.78529,-83.84652,2019,7,16.5870967741935,26.0806451612903,120.4
"Orosi",9.78529,-83.84652,2019,8,17.0258064516129,26.8322580645161,178.2
"Orosi",9.78529,-83.84652,2019,9,16.4266666666667,27.2733333333333,296.4
"Orosi",9.78529,-83.84652,2019,10,16.2096774193548,26.4096774193548,458
"Orosi",9.78529,-83.84652,2019,11,16.5466666666667,25.5366666666667,119.8
"Orosi",9.78529,-83.84652,2019,12,16.4258064516129,25.5870967741935,41
"Atirro",9.8612,-83.6358,2013,2,15.3625,26.9375,95.2
"Atirro",9.8612,-83.6358,2013,3,17.62,26.7,112.8
"Atirro",9.8612,-83.6358,2013,4,19.1269230769231,28.2538461538462,73.2
"Atirro",9.8612,-83.6358,2013,5,18.5791666666667,28.6208333333333,104.2
"Atirro",9.8612,-83.6358,2013,6,19.12,28.35,335.4
"Atirro",9.8612,-83.6358,2013,7,19.3806451612903,27.5645161290323,176
"Atirro",9.8612,-83.6358,2013,8,19.1741935483871,28.2709677419355,150.6
"Atirro",9.8612,-83.6358,2013,9,19.3,28.89,248
"Atirro",9.8612,-83.6358,2013,10,19.1032258064516,28.0709677419355,231.6
"Atirro",9.8612,-83.6358,2013,11,18.5566666666667,27.1933333333333,240.6
"Atirro",9.8612,-83.6358,2013,12,16.958064516129,26.6935483870968,46
"Atirro",9.8612,-83.6358,2014,1,17.1451612903226,25.7806451612903,136.8
"Atirro",9.8612,-83.6358,2014,2,16.7428571428571,26.8214285714286,15.2
"Atirro",9.8612,-83.6358,2014,3,NA,NA,69
"Atirro",9.8612,-83.6358,2014,4,19.2266666666667,27.7533333333333,87.2
"Atirro",9.8612,-83.6358,2014,5,19.4032258064516,28.4548387096774,123.4
"Atirro",9.8612,-83.6358,2014,6,20.0233333333333,27.8233333333333,32.2
"Atirro",9.8612,-83.6358,2014,7,19.8516129032258,26.6483870967742,55.2
"Atirro",9.8612,-83.6358,2014,8,19.1774193548387,27.7161290322581,213
"Atirro",9.8612,-83.6358,2014,9,19.1966666666667,28.4366666666667,277.6
"Atirro",9.8612,-83.6358,2014,10,19.2357142857143,27.5178571428571,288.6
"Atirro",9.8612,-83.6358,2014,11,18.9344827586207,26.9275862068966,141.8
"Atirro",9.8612,-83.6358,2014,12,18.2214285714286,26.6214285714286,146.5
"Atirro",9.8612,-83.6358,2015,1,18.0258064516129,25.4645161290323,211.8
"Atirro",9.8612,-83.6358,2015,2,17.7178571428571,25.9107142857143,120.4
"Atirro",9.8612,-83.6358,2015,3,17.6709677419355,26.8677419354839,50.6
"Atirro",9.8612,-83.6358,2015,4,18.9466666666667,28.12,64
"Atirro",9.8612,-83.6358,2015,5,19.8516129032258,27.3870967741935,303.8
"Atirro",9.8612,-83.6358,2015,6,20.6766666666667,27.9633333333333,359.8
"Atirro",9.8612,-83.6358,2015,7,19.9677419354839,27.1806451612903,289
"Atirro",9.8612,-83.6358,2015,8,20.0451612903226,28.0129032258065,89
"Atirro",9.8612,-83.6358,2015,9,19.46,28.51,271.8
"Atirro",9.8612,-83.6358,2015,10,19.8903225806452,28.9774193548387,232
"Atirro",9.8612,-83.6358,2015,11,19.5766666666667,28.0633333333333,203
"Atirro",9.8612,-83.6358,2015,12,19.958064516129,27.3451612903226,115
"Atirro",9.8612,-83.6358,2016,1,18.69,26.7,69
"Atirro",9.8612,-83.6358,2016,2,17.7586206896552,26.2413793103448,221.2
"Atirro",9.8612,-83.6358,2016,3,19.3483870967742,28.5193548387097,25.2
"Atirro",9.8612,-83.6358,2016,4,19,30.0333333333333,19.6
"Atirro",9.8612,-83.6358,2016,5,20.4354838709677,30.5483870967742,194.6
"Atirro",9.8612,-83.6358,2016,6,19.56,29.61,214
"Atirro",9.8612,-83.6358,2016,7,19.0645161290323,28.0322580645161,146.4
"Atirro",9.8612,-83.6358,2016,8,19.4516129032258,29.3161290322581,146.4
"Atirro",9.8612,-83.6358,2016,9,19.2833333333333,29.14,153.4
"Atirro",9.8612,-83.6358,2016,10,19.8709677419355,29.2451612903226,311.8
"Atirro",9.8612,-83.6358,2016,11,19.68,27.3933333333333,224.6
"Atirro",9.8612,-83.6358,2016,12,18.6354838709677,27.2838709677419,129.4
"Atirro",9.8612,-83.6358,2017,1,16.6709677419355,26.7096774193548,145.2
"Atirro",9.8612,-83.6358,2017,2,17.3321428571429,27.5428571428571,23
"Atirro",9.8612,-83.6358,2017,3,17.4451612903226,27.1483870967742,69
"Atirro",9.8612,-83.6358,2017,4,18.94,29.48,73.6
"Atirro",9.8612,-83.6358,2017,5,20,30.0888888888889,297.55
"Atirro",9.8612,-83.6358,2017,6,19.9210526315789,29.0052631578947,182
"Atirro",9.8612,-83.6358,2017,7,19.7645161290323,28.7806451612903,214.8
"Atirro",9.8612,-83.6358,2017,8,19.6064516129032,29.2935483870968,192.6
"Atirro",9.8612,-83.6358,2017,9,19.84,29.7266666666667,246.2
"Atirro",9.8612,-83.6358,2017,10,19.9172413793103,28.848275862069,150.6
"Atirro",9.8612,-83.6358,2017,11,19.21,27.35,85.8
"Atirro",9.8612,-83.6358,2017,12,17.4935483870968,26.3032258064516,12
"Atirro",9.8612,-83.6358,2018,1,18.1322580645161,24.8387096774194,97.2
"Atirro",9.8612,-83.6358,2018,2,16.7214285714286,26.6892857142857,44
"Atirro",9.8612,-83.6358,2018,3,17.658064516129,27.0774193548387,27.4
"Atirro",9.8612,-83.6358,2018,4,18.6366666666667,28.01,64.2
"Atirro",9.8612,-83.6358,2018,5,19.2258064516129,29.6129032258065,184
"Atirro",9.8612,-83.6358,2018,6,20.5809523809524,28.1761904761905,184.66
"Atirro",9.8612,-83.6358,2018,7,20.2611111111111,27.3055555555556,303.42
"Atirro",9.8612,-83.6358,2018,8,19.7774193548387,28.3,186.2
"Atirro",9.8612,-83.6358,2018,9,19.5766666666667,29.2433333333333,195
"Atirro",9.8612,-83.6358,2018,10,19.5483870967742,28.2258064516129,198.8
"Atirro",9.8612,-83.6358,2018,11,19.68,27.7233333333333,128.4
"Atirro",9.8612,-83.6358,2018,12,18.0590909090909,26.5363636363636,82.4
"Atirro",9.8612,-83.6358,2019,1,17.3161290322581,26.8774193548387,21.8
"Atirro",9.8612,-83.6358,2019,2,17.5285714285714,27.6821428571429,35.8
"Atirro",9.8612,-83.6358,2019,3,18.3451612903226,26.9774193548387,41.8
"Atirro",9.8612,-83.6358,2019,4,19.62,29.22,65.4
"Atirro",9.8612,-83.6358,2019,5,20.958064516129,29.2774193548387,231.7
"Atirro",9.8612,-83.6358,2019,6,20.7266666666667,29.2633333333333,128.6
"Atirro",9.8612,-83.6358,2019,7,19.67,28.4,94.5
"Atirro",9.8612,-83.6358,2019,8,20.1935483870968,28.4806451612903,129.1
"Atirro",9.8612,-83.6358,2019,9,19.8266666666667,28.96,138.6
"Atirro",9.8612,-83.6358,2019,10,19.4967741935484,28.6193548387097,217.2
"Atirro",9.8612,-83.6358,2019,11,19.5346153846154,27.0807692307692,207.6
"Atirro",9.8612,-83.6358,2019,12,19.2322580645161,27.0645161290323,131.2
"Santa Rosa",9.92852,-83.69964,2017,1,15.8387096774194,26.6870967741935,293.6
"Santa Rosa",9.92852,-83.69964,2017,2,16.325,27.725,63.2
"Santa Rosa",9.92852,-83.69964,2017,3,16.5967741935484,27.2096774193548,131
"Santa Rosa",9.92852,-83.69964,2017,4,17.8833333333333,29.07,106.2
"Santa Rosa",9.92852,-83.69964,2017,5,18.9516129032258,29.3258064516129,337
"Santa Rosa",9.92852,-83.69964,2017,6,18.9133333333333,28.5433333333333,133.2
"Santa Rosa",9.92852,-83.69964,2017,7,18.4483870967742,28.0225806451613,240.8
"Santa Rosa",9.92852,-83.69964,2017,8,18.0967741935484,29.2322580645161,209.2
"Santa Rosa",9.92852,-83.69964,2017,9,18.3766666666667,29.8266666666667,185.6
"Santa Rosa",9.92852,-83.69964,2017,10,18.4548387096774,28.441935483871,150.6
"Santa Rosa",9.92852,-83.69964,2017,11,17.9633333333333,26.7866666666667,60.4
"Santa Rosa",9.92852,-83.69964,2017,12,16.3129032258065,25.6806451612903,4.4
"Santa Rosa",9.92852,-83.69964,2018,1,16.7709677419355,24.2258064516129,195.2
"Santa Rosa",9.92852,-83.69964,2018,2,15.3821428571429,26.0107142857143,95.2
"Santa Rosa",9.92852,-83.69964,2018,3,16.0967741935484,27.2387096774194,34.8
"Santa Rosa",9.92852,-83.69964,2018,4,17.0233333333333,27.5866666666667,73
"Santa Rosa",9.92852,-83.69964,2018,5,17.8193548387097,28.6806451612903,235.6
"Santa Rosa",9.92852,-83.69964,2018,6,18.3433333333333,27.4066666666667,204.8
"Santa Rosa",9.92852,-83.69964,2018,7,18.0709677419355,26.4354838709677,554.2
"Santa Rosa",9.92852,-83.69964,2018,8,17.8935483870968,27.6774193548387,189.8
"Santa Rosa",9.92852,-83.69964,2018,9,17.79,28.8733333333333,138
"Santa Rosa",9.92852,-83.69964,2018,10,17.6451612903226,27.5741935483871,194.4
"Santa Rosa",9.92852,-83.69964,2018,11,17.6733333333333,27.52,142
"Santa Rosa",9.92852,-83.69964,2018,12,16.0225806451613,27.2290322580645,56.4
"Santa Rosa",9.92852,-83.69964,2019,1,15.6645161290323,26.6903225806452,33.2
"Santa Rosa",9.92852,-83.69964,2019,2,16.2428571428571,27.3964285714286,67.6
"Santa Rosa",9.92852,-83.69964,2019,3,16.8774193548387,26.3645161290323,74.6
"Santa Rosa",9.92852,-83.69964,2019,4,17.8233333333333,27.93,55.6
"Santa Rosa",9.92852,-83.69964,2019,5,19.2645161290323,27.4354838709677,192.2
"Santa Rosa",9.92852,-83.69964,2019,6,18.8033333333333,28.0533333333333,121
"Santa Rosa",9.92852,-83.69964,2019,7,18.0161290322581,27.6516129032258,153.8
"Santa Rosa",9.92852,-83.69964,2019,8,18.3774193548387,27.741935483871,185
"Santa Rosa",9.92852,-83.69964,2019,9,17.9766666666667,28.5966666666667,153.6
"Santa Rosa",9.92852,-83.69964,2019,10,17.9,28.8193548387097,242.8
"Santa Rosa",9.92852,-83.69964,2019,11,17.5333333333333,26.9933333333333,287.2
"Santa Rosa",9.92852,-83.69964,2019,12,17.558064516129,26.7387096774194,108.8
"San Ramón",10.06455,-84.47379,2010,1,16.3548387096774,25.641935483871,2.6
"San Ramón",10.06455,-84.47379,2010,2,17.5071428571429,27.0642857142857,21
"San Ramón",10.06455,-84.47379,2010,3,17.1709677419355,26.5548387096774,16.6
"San Ramón",10.06455,-84.47379,2010,4,18.2066666666667,28.8833333333333,109.2
"San Ramón",10.06455,-84.47379,2010,5,18.4935483870968,26.6967741935484,178.2
"San Ramón",10.06455,-84.47379,2010,6,18.1166666666667,25.9266666666667,362.2
"San Ramón",10.06455,-84.47379,2010,7,17.9612903225806,25.3903225806452,575
"San Ramón",10.06455,-84.47379,2010,8,18.1032258064516,25.6483870967742,585.8
"San Ramón",10.06455,-84.47379,2010,9,17.4833333333333,24.5233333333333,913.6
"San Ramón",10.06455,-84.47379,2010,10,17.241935483871,25.1322580645161,180.6
"San Ramón",10.06455,-84.47379,2010,11,18.65,23.925,290.4
"San Ramón",10.06455,-84.47379,2010,12,15.1225806451613,22.6064516129032,43.4
"San Ramón",10.06455,-84.47379,2011,1,15.9096774193548,25.3548387096774,2.8
"San Ramón",10.06455,-84.47379,2011,2,16.9214285714286,26.9,6.2
"San Ramón",10.06455,-84.47379,2011,3,16.7178571428571,28.7964285714286,2.2
"San Ramón",10.06455,-84.47379,2011,4,17.0833333333333,30.39,20
"San Ramón",10.06455,-84.47379,2011,5,18.8677419354839,28.1483870967742,175
"San Ramón",10.06455,-84.47379,2011,6,19.12,27.32,278.4
"San Ramón",10.06455,-84.47379,2011,7,18.8935483870968,26.4645161290323,274.4
"San Ramón",10.06455,-84.47379,2011,8,18.4387096774194,27.1612903225806,222.4
"San Ramón",10.06455,-84.47379,2011,9,18.29,27.2533333333333,355.8
"San Ramón",10.06455,-84.47379,2011,10,18.5,24.4032258064516,485.8
"San Ramón",10.06455,-84.47379,2011,11,19.1666666666667,25.3,103.82
"San Ramón",10.06455,-84.47379,2011,12,NA,NA,44
"San Ramón",10.06455,-84.47379,2012,1,16.0730769230769,27.1384615384615,4.2
"San Ramón",10.06455,-84.47379,2012,2,16.5896551724138,29.0724137931034,3.4
"San Ramón",10.06455,-84.47379,2012,3,17.3741935483871,30.0967741935484,3.2
"San Ramón",10.06455,-84.47379,2012,4,18.11,28.8933333333333,178.4
"San Ramón",10.06455,-84.47379,2012,5,19.158064516129,27.8225806451613,177.8
"San Ramón",10.06455,-84.47379,2012,6,18.7433333333333,27.3833333333333,187.6
"San Ramón",10.06455,-84.47379,2012,7,18.9774193548387,26.3645161290323,98.2
"San Ramón",10.06455,-84.47379,2012,8,17.9064516129032,27.2903225806452,353.6
"San Ramón",10.06455,-84.47379,2012,9,18.2166666666667,27.0733333333333,183
"San Ramón",10.06455,-84.47379,2012,10,18.3290322580645,26.041935483871,153.4
"San Ramón",10.06455,-84.47379,2012,11,18.0133333333333,24.2066666666667,44
"San Ramón",10.06455,-84.47379,2012,12,17.3935483870968,25.6129032258065,3
"San Ramón",10.06455,-84.47379,2013,1,17.09,28.3866666666667,3.2
"San Ramón",10.06455,-84.47379,2013,2,16.2,29.175,2
"San Ramón",10.06455,-84.47379,2013,3,17.3741935483871,28.0451612903226,1.6
"San Ramón",10.06455,-84.47379,2013,4,18.46,30.6466666666667,30
"San Ramón",10.06455,-84.47379,2013,5,18.058064516129,29.5032258064516,220
"San Ramón",10.06455,-84.47379,2013,6,18.4166666666667,28.7933333333333,160
"San Ramón",10.06455,-84.47379,2013,7,18.9129032258065,28.2225806451613,210.4
"San Ramón",10.06455,-84.47379,2013,8,18.5838709677419,28.4645161290323,394.2
"San Ramón",10.06455,-84.47379,2013,9,18.3566666666667,29.1,313.4
"San Ramón",10.06455,-84.47379,2013,10,18.1806451612903,28.3064516129032,586
"San Ramón",10.06455,-84.47379,2013,11,17.8214285714286,27.2607142857143,123
"San Ramón",10.06455,-84.47379,2013,12,NA,NA,18.3
"San Ramón",10.06455,-84.47379,2014,1,17.0631578947368,25.9947368421053,1
"San Ramón",10.06455,-84.47379,2014,2,16.0214285714286,28.5107142857143,2.8
"San Ramón",10.06455,-84.47379,2014,3,NA,NA,6
"San Ramón",10.06455,-84.47379,2014,4,19.0633333333333,29.7733333333333,25.6
"San Ramón",10.06455,-84.47379,2014,5,19.0064516129032,29.4290322580645,173.2
"San Ramón",10.06455,-84.47379,2014,6,19.8066666666667,27.96,165.2
"San Ramón",10.06455,-84.47379,2014,7,20.0612903225806,27.9129032258065,38.2
"San Ramón",10.06455,-84.47379,2014,8,18.8516129032258,27.8838709677419,178.2
"San Ramón",10.06455,-84.47379,2014,9,18.7666666666667,28.27,547.6
"San Ramón",10.06455,-84.47379,2014,10,18.8645161290323,27.8709677419355,394
"San Ramón",10.06455,-84.47379,2014,11,18.23,26.32,40.6
"San Ramón",10.06455,-84.47379,2014,12,17.9225806451613,25.4258064516129,10.6
"San Ramón",10.06455,-84.47379,2015,1,16.9354838709677,26.5516129032258,2.2
